0.001226831;0.001226831;0.001226831;0.001226831;0.001226831;0.000667134;0.000667134
0.000165788;0.000165788;0.000165788;0.000165788;0.000165788;0.000667134;0.000667134
0.000333;0.000333;0.000333;0.000333;0.000333;0.001334267;0.001334267
0;0;0;0;0;0.001334267;0.001334267
0;0;0;0;0;0.00593749;0.00593749
0.005393349;0.005393349;0.005393349;0.005393349;0.005393349;0.009138881;0.008639381
0.033707918;0.033707918;0.033707918;0.033707918;0.033707918;0.030149922;0.02848676
0.035793073;0.035793073;0.035793073;0.035793073;0.035793073;0.038116085;0.036300792
0.025484709;0.025484709;0.025484709;0.025484709;0.025484709;0.027002645;0.030041739
0.031357118;0.031357118;0.031357118;0.031357118;0.031357118;0.033767486;0.042820442
0.052287917;0.052287917;0.052287917;0.052287917;0.052287917;0.052316925;0.063205213
0.076730285;0.076730285;0.076730285;0.076730285;0.076730285;0.072672276;0.095791881
0.120569509;0.120569509;0.120569509;0.120569509;0.120569509;0.109947112;0.121906876
0.098858365;0.098858365;0.098858365;0.098858365;0.098858365;0.093355769;0.083247525
0.042667626;0.042667626;0.042667626;0.042667626;0.042667626;0.038465268;0.032322977
0.039177079;0.039177079;0.039177079;0.039177079;0.039177079;0.046872536;0.040561239
0.05532026;0.05532026;0.05532026;0.05532026;0.05532026;0.061200254;0.055052113
0.057912186;0.057912186;0.057912186;0.057912186;0.057912186;0.063867288;0.057886147
0.116579639;0.116579639;0.116579639;0.116579639;0.116579639;0.121625356;0.117664761
0.113446555;0.113446555;0.113446555;0.113446555;0.113446555;0.115991476;0.112025372
0.04411628;0.04411628;0.04411628;0.04411628;0.04411628;0.039053485;0.035573523
0.029369185;0.029369185;0.029369185;0.029369185;0.029369185;0.023948908;0.020792761
0.012790084;0.012790084;0.012790084;0.012790084;0.012790084;0.009534861;0.006205532
0.006713244;0.006713244;0.006713244;0.006713244;0.006713244;0.003033175;0.001534675
